frame,epoch time,sensor T,target T,drive T,df/f,time_s,sensor TF
238,2021-12-20 12:30:49.920271616,21.403673469387755,22.0,19.418775510204085,0.018376,23.82277350399999,21.389235926940643
239,2021-12-20 12:30:50.016962048,21.349310344827586,22.0,19.427931034482757,0.025446,23.91946393599999,21.392065075090365
240,2021-12-20 12:30:50.102386944,21.434285714285714,22.0,19.43877551020408,0.029351,24.00488883199999,21.394887005902557
241,2021-12-20 12:30:50.199901952,21.409024390243903,22.0,19.448536585365854,0.019789,24.102403839999987,21.397701373120178
242,2021-12-20 12:30:50.335638528,21.44395833333333,22.0,19.45875,0.017847,24.238140415999986,21.40050785774606
243,2021-12-20 12:30:50.513730560,21.45369565217391,22.0,19.468260869565217,0.026449,24.416232447999985,21.403306169120434
244,2021-12-20 12:30:50.568900352,21.461847826086952,22.0,19.479130434782608,0.027137,24.471402239999986,21.4060960458867
245,2021-12-20 12:30:50.624069888,21.47,22.0,19.49,0.019808,24.526571775999987,21.408877256841656
246,2021-12-20 12:30:50.703590656,21.47,22.0,19.50673469387755,0.021301,24.606092543999985,21.411649601666724
247,2021-12-20 12:30:50.803459328,21.47,22.0,19.51809523809524,0.022591,24.705961215999984,21.414412911537145
248,2021-12-20 12:30:50.916494336,21.47,22.0,19.528333333333332,0.020081,24.818996223999985,21.417167049606704
249,2021-12-20 12:30:51.016594432,21.47,22.0,19.53655172413793,0.021931,24.919096319999984,21.41991191136582
250,2021-12-20 12:30:51.101546752,21.437391304347823,22.0,19.548478260869565,0.021825,25.004048639999983,21.422647424871496
251,2021-12-20 12:30:51.204050688,21.47,22.0,19.557959183673468,0.023898,25.106552575999984,21.425373550848086
252,2021-12-20 12:30:51.319741184,21.414444444444445,22.0,19.762666666666668,0.020793,25.222243071999983,21.428090282658253
253,2021-12-20 12:30:51.457700608,21.47,22.0,19.62489795918367,0.028066,25.360202495999985,21.430797646144082
254,2021-12-20 12:30:51.538599168,21.47,22.0,19.5925,0.016323,25.441101055999987,21.433495699338735
255,2021-12-20 12:30:51.599572480,21.47,22.0,19.607755102040816,0.023929,25.502074367999988,21.436184532049506
256,2021-12-20 12:30:51.697761536,21.47,22.0,19.617380952380955,0.017035,25.600263423999987,21.43886426531372
257,2021-12-20 12:30:51.822393856,21.47,22.0,19.627916666666668,0.015054,25.724895743999987,21.441535050729364
258,2021-12-20 12:30:51.986605312,21.47,22.0,19.637708333333332,0.012702,25.889107199999987,21.444197069662803
259,2021-12-20 12:30:52.047307008,21.476410256410254,22.0,19.648213141025643,0.021776,25.949808895999986,21.446850532336388
260,2021-12-20 12:30:52.107998720,21.48282051282051,22.0,19.65871794871795,0.01921,26.010500607999987,21.449495676799305
261,2021-12-20 12:30:52.202948864,21.490408163265304,22.0,19.666938775510204,0.011914,26.105450751999985,21.45213276778529
262,2021-12-20 12:30:52.311528192,21.47581395348837,22.0,19.677906976744186,0.02208,26.214030079999986,21.4547620954614
263,2021-12-20 12:30:52.446510336,21.47,22.0,19.686938775510207,0.013242,26.349012223999985,21.45738397407238
264,2021-12-20 12:30:52.536722944,21.5325,22.0,19.69,0.018003,26.439224831999987,21.459998740485624
265,2021-12-20 12:30:52.601548544,21.464565217391304,22.0,19.707391304347826,0.020033,26.504050431999985,21.46260675264211
266,2021-12-20 12:30:52.702966272,21.47520833333333,22.0,19.716874999999998,0.020079,26.605468159999987,21.465208387918928
267,2021-12-20 12:30:52.816031488,21.45888888888889,22.0,19.727333333333334,0.007611,26.718533375999986,21.467804041409515
268,2021-12-20 12:30:52.951949056,21.47,22.0,19.736530612244895,0.011727,26.854450943999986,21.470394124127964
269,2021-12-20 12:30:53.036569344,21.511666666666667,22.0,19.753333333333334,0.011436,26.939071231999986,21.47297906114405
